"Table 2. Gene expression data: 48 SLE, 42 Control"																																																																																																																																																																																												
			"Ctrl 1"		"Ctrl 2"		"Ctrl 3"		"Ctrl 4"		"Ctrl 5"		"Ctrl 6"		"Ctrl 7"		"Ctrl 8"		"Ctrl 9"		"Ctrl 10"		"Ctrl 11"		"Ctrl 12"		"Ctrl 13"		"Ctrl 14"		"Ctrl 15"		"Ctrl 16"		"Ctrl 17"		"Ctrl 18"		"Ctrl 19"		"Ctrl 20"		"Ctrl 21"		"Ctrl 22"		"Ctrl 23"		"Ctrl 24"		"Ctrl 25"		"Ctrl 26"		"Ctrl 27"		"Ctrl 28"		"Ctrl 29"		"Ctrl 30"		"Ctrl 31"		"Ctrl 32"		"Ctrl 33"		"Ctrl 34"		"Ctrl 35"		"Ctrl 36"		"Ctrl 37"		"Ctrl 38"		"Ctrl 39"		"Ctrl 40"		"Ctrl 41"		"Ctrl 42"		"SLE 1"		"SLE 2"		"SLE 3"		"SLE 4"		"SLE 5"		"SLE 6"		"SLE 7"		"SLE 8"		"SLE 9"		"SLE 10"		"SLE 11"		"SLE 12"		"SLE 13"		"SLE 14"		"SLE 15"		"SLE 16"		"SLE 17"		"SLE 18"		"SLE 19"		"SLE 20"		"SLE 21"		"SLE 22"		"SLE 23"		"SLE 24"		"SLE 25"		"SLE 26"		"SLE 27"		"SLE 28"		"SLE 29"		"SLE 30"		"SLE 31"		"SLE 32"		"SLE 33"		"SLE 34"		"SLE 35"		"SLE 36"		"SLE 37"		"SLE 38"		"SLE 39"		"SLE 40"		"SLE 41"		"SLE 42"		"SLE 43"		"SLE 44"		"SLE 45"		"SLE 46"		"SLE 47"		"SLE 48"							
"37310_at"	"X02419"	"uPA"	405.8	"M"	423.9	"P"	547.2	"A"	418.6	"P"	198.8	"M"	379.9	"A"	-56.8	"A"	436	"A"	190.3	"A"	169.9	"A"	413.4	"A"	479.1	"P"	441.9	"P"	280.3	"M"	432.4	"A"	788.2	"P"	1225.8	"A"	135.8	"A"	478.6	"A"	232.6	"A"	188.9	"A"	338.7	"M"	415.4	"P"	663.8	"A"	493.2	"A"	312.7	"A"	763.7	"A"	665	"M"	524.1	"P"	316.4	"A"	588.1	"A"	113.5	"A"	492.6	"A"	443.2	"A"	759.5	"A"	434.6	"A"	316.3	"M"	337.9	"P"	461.4	"M"	341.3	"A"	305.1	"P"	311.9	"P"	412.8	"P"	292	"P"	740.8	"P"	232.8	"A"	111.3	"A"	89.8	"M"	324	"A"	92.2	"P"	248.8	"A"	235.1	"A"	406.2	"P"	692.1	"P"	253.7	"A"	1959.1	"P"	357.2	"P"	1125.9	"P"	789.2	"P"	319.5	"A"	722.9	"P"	630.4	"P"	834.1	"P"	1304.6	"P"	119.4	"A"	746	"P"	205.3	"A"	348.1	"M"	371.7	"A"	827.9	"P"	421.5	"P"	658.9	"P"	1713.4	"P"	436.1	"A"	69.3	"A"	840	"P"	956.5	"A"	475	"P"	567.3	"P"	401.8	"P"	742.1	"P"	741.8	"P"	258.7	"P"	2665.2	"P"	909.6	"P"	332.5	"A"	314.4	"A"	440.7	"A"	318	"M"	330.6	"P"	188	502	2.67	0.0006369812		
"37360_at"	"U66711"	"Lymphocyte antigen 6 complex, locus E"	2883.6	"P"	3231.9	"P"	4213.7	"P"	4800.2	"P"	6356.6	"P"	4007.5	"P"	4125.6	"P"	4229.9	"A"	5122	"P"	5206.9	"P"	15190.8	"P"	8734.6	"P"	11684.4	"P"	8267.9	"P"	13761.5	"P"	9963.1	"P"	24364.4	"P"	7276.1	"M"	18140.4	"P"	6409	"P"	6821.5	"P"	2344.2	"P"	6445.1	"P"	10305.3	"P"	5432.6	"P"	2537.1	"M"	13911.5	"P"	3757.6	"P"	2555.2	"P"	2356.1	"P"	8617.1	"P"	8271.9	"P"	7504.6	"P"	8087.2	"P"	3387.7	"P"	4866.5	"P"	5714.9	"P"	5515.6	"P"	4706.5	"P"	4053.9	"P"	4539	"P"	7765.5	"P"	4640.9	"P"	9056	"P"	10236.7	"P"	5651.2	"P"	7164.4	"P"	4523.5	"P"	2983.5	"P"	4613.7	"P"	5123	"P"	7178.8	"P"	3078.3	"M"	18983.9	"P"	6033.9	"P"	17564.5	"P"	26249.8	"P"	19222.5	"P"	12444.2	"P"	28543.9	"P"	46713.3	"P"	32321.3	"P"	16081.2	"P"	5429.8	"A"	14627.8	"P"	15582.2	"P"	12961.3	"P"	11192.5	"P"	24603.4	"P"	9378.9	"P"	12453.2	"P"	7979	"P"	5019.4	"P"	20541.8	"P"	31070.3	"P"	43839.1	"P"	12706.3	"P"	4874.3	"P"	11805.2	"P"	25376.1	"P"	37672.2	"P"	11442.4	"P"	6048	"P"	16755.2	"P"	2306.9	"P"	17341.1	"P"	8154	"P"	6245.5	"A"	1934.5	"P"	2340.1	"P"	7903	14955	1.89	8.78286100781609E-005		
"37486_f_at"	"U68385"	"Meis1, myeloid ecotropic viral integration site 1 homolog 3 (mouse)"	229.4	"P"	339.7	"P"	192.1	"A"	330.8	"A"	104.2	"A"	319	"M"	268.7	"M"	336.5	"P"	255.1	"P"	327.9	"P"	599.4	"A"	374	"P"	214.5	"P"	267.8	"A"	161.8	"A"	777.3	"P"	872.2	"A"	425.7	"P"	233.7	"A"	528.9	"P"	463.1	"P"	392.8	"P"	267.2	"A"	83.5	"A"	314.4	"A"	238.5	"A"	735.5	"A"	242.6	"P"	346.4	"A"	242.3	"P"	148.5	"P"	261.9	"A"	129.8	"A"	121.2	"A"	248.8	"P"	164.6	"A"	361.1	"P"	117.4	"A"	212.4	"A"	111	"A"	108.9	"M"	344.9	"P"	260.1	"P"	277	"P"	216.1	"A"	247.5	"P"	229.8	"A"	625.5	"P"	317.4	"P"	259.8	"P"	145.8	"A"	317.3	"P"	146.5	"A"	373.7	"P"	372.6	"P"	388.1	"P"	389.6	"P"	189.4	"A"	726.9	"A"	18.5	"A"	407.6	"A"	663.5	"P"	378	"P"	673.7	"P"	512.6	"P"	460.6	"P"	530.1	"P"	631.5	"P"	787.6	"P"	286.8	"P"	243.2	"P"	585.6	"P"	660.1	"P"	52.7	"A"	541.4	"P"	292.1	"A"	1783.1	"P"	830.7	"P"	657.4	"P"	435	"P"	625.2	"P"	562.6	"P"	425.8	"P"	845.8	"P"	751.4	"P"	628.2	"P"	367.8	"A"	250.1	"A"	652.1	"P"	329.6	"P"	164	395	2.42	7.52671374830776E-005		
"37603_at"	"X52015"	"Interleukin 1 receptor antagonist"	3084.9	"P"	3958.4	"P"	2749.2	"P"	2237.7	"P"	3109.6	"P"	1147.1	"P"	2034.7	"P"	2497.9	"P"	2007.3	"P"	1693.6	"P"	3223.2	"P"	2766.1	"P"	2650.2	"P"	3941.5	"P"	3317.9	"P"	2226.7	"P"	2327.7	"P"	2051.2	"P"	2077.9	"P"	1814.2	"P"	2356.9	"P"	2108.6	"P"	2830.2	"P"	2647.1	"P"	1857.7	"P"	2371.3	"P"	1763.9	"P"	3211.2	"P"	1987	"P"	2393.9	"P"	2907.7	"P"	2204.7	"P"	2945	"P"	1743.2	"P"	2856.1	"P"	2684.3	"P"	1934.4	"P"	2237.1	"P"	1860.7	"P"	1872.4	"P"	1596.3	"P"	2713.6	"P"	2332.1	"P"	5554	"P"	5513.9	"P"	1422.9	"P"	3015.8	"P"	2328.6	"P"	3922.2	"P"	1225.4	"P"	2644.2	"P"	5025.4	"P"	3926.7	"P"	6573.3	"P"	3193.2	"P"	16842.7	"P"	5128.6	"P"	3773	"P"	7224	"P"	3930.6	"P"	4395	"P"	12149.6	"P"	3662.1	"P"	2739.8	"P"	3315.2	"P"	3279.9	"P"	2073	"P"	2561	"P"	4465.1	"P"	5426.9	"P"	5273.3	"P"	4142.5	"P"	4194.7	"P"	1745.7	"P"	1772.6	"P"	12863.3	"P"	2462.6	"P"	2388.1	"P"	2442.6	"P"	4373.3	"P"	7305.1	"P"	6241.8	"P"	1428.8	"P"	13934.9	"P"	2954.4	"P"	4296.5	"P"	1874.1	"P"	4172.6	"P"	2353.1	"P"	3737.3	"P"	2419	4515	1.87	6.36511089926114E-005		
"37621_at"	"M57230"	"Interleukin 6 signal transducer (gp130, oncostatin M receptor)"	168.7	"P"	189.2	"A"	108.4	"A"	150	"P"	128.3	"P"	81.2	"A"	245	"P"	294	"P"	38.1	"A"	80.8	"A"	237.2	"P"	221.8	"P"	120.4	"A"	21.1	"A"	208.3	"P"	268.2	"A"	422.5	"P"	40	"A"	102.5	"A"	70.1	"A"	205.1	"P"	194.4	"P"	137.7	"A"	-160.5	"A"	110.7	"A"	206	"P"	32.7	"A"	253.7	"P"	207.4	"P"	142.1	"P"	105.2	"P"	116.1	"P"	227.7	"P"	39.6	"A"	255.5	"P"	113.2	"A"	217.9	"P"	77.9	"P"	88.1	"A"	37.6	"A"	150.7	"P"	199.2	"P"	243.3	"P"	141	"P"	290.9	"P"	190.6	"P"	114.1	"A"	429.4	"P"	315.1	"P"	199.1	"P"	42.1	"A"	264.3	"P"	10	"A"	392.3	"P"	275.3	"P"	384.6	"P"	194.2	"P"	297.4	"P"	233.4	"P"	115.5	"A"	455.3	"P"	375.4	"P"	239	"P"	611.8	"P"	146.5	"P"	433.2	"P"	361.9	"P"	206.6	"P"	354.5	"P"	161.4	"A"	191.9	"P"	565.3	"P"	225.5	"P"	184.2	"A"	296.4	"P"	100	"A"	139.2	"P"	206	"P"	380	"P"	321.2	"P"	376.8	"P"	214.9	"P"	177.7	"P"	437	"P"	306.9	"P"	199.5	"P"	222.6	"A"	375.4	"A"	391.7	"P"	94.8	"P"	122	250	2.04	1.5764930985785E-005		
"37645_at"	"Z22576"	"CD69 antigen (p60, early T-cell activation antigen)"	2837.7	"P"	2599	"P"	1667	"P"	1211.8	"P"	1414.4	"P"	3720.9	"P"	1404.3	"P"	3324.4	"P"	1305.2	"P"	2021.2	"P"	2214.1	"P"	3562.2	"P"	8400.9	"P"	7393.2	"P"	3898.2	"P"	3410.6	"P"	1557	"P"	2811.1	"P"	2335	"P"	3094.6	"P"	4146.4	"P"	1590.3	"P"	1035.9	"P"	516.2	"A"	1093.4	"P"	1787	"P"	1488.8	"P"	889.1	"P"	1012.8	"P"	1359.6	"P"	753.8	"P"	1116	"P"	848.5	"P"	1985.4	"P"	1175.7	"P"	1780.6	"P"	1563.6	"P"	2299.6	"P"	1895	"P"	2818.1	"P"	2444.7	"P"	2450.9	"P"	5720	"P"	1939	"P"	2042.2	"P"	2304.9	"P"	1447.5	"P"	5354.5	"P"	1631.2	"P"	1992.2	"P"	839.1	"P"	3500	"P"	640.4	"P"	3658.7	"P"	1326.1	"P"	9839.5	"P"	1220.8	"P"	2840	"P"	6123.8	"P"	1576.3	"P"	1487.6	"P"	6507.6	"P"	9593.7	"P"	9032.9	"P"	858.8	"P"	3755.1	"P"	5383.8	"P"	3250.5	"P"	5814	"P"	2467.9	"P"	3894.7	"P"	10349	"P"	9252.5	"P"	2409.3	"P"	4649.8	"P"	5953.1	"P"	3430.2	"P"	10430	"P"	5340.2	"P"	5593.7	"P"	9440	"P"	3666.9	"P"	13287.5	"P"	7871	"P"	4334.2	"P"	3396.3	"P"	1276.5	"P"	3728.1	"P"	1727	"P"	6921.6	"P"	2316	4600	1.99	2.88288716618067E-005		
"37679_at"	"Y10313"	"Interferon-related developmental regulator 1"	845.1	"P"	739.9	"P"	675	"P"	586.4	"P"	829	"P"	742.2	"P"	964.8	"P"	1176.6	"P"	818.9	"P"	1014.8	"P"	557.2	"P"	558.5	"P"	970.5	"P"	1376.5	"P"	965.5	"P"	688.4	"P"	460	"P"	733.3	"P"	295.2	"P"	524	"P"	909.3	"P"	629.3	"P"	353.9	"P"	392.5	"A"	384.1	"P"	575.5	"P"	232.5	"A"	398.9	"P"	493.9	"P"	707	"P"	392.2	"P"	442.9	"P"	403.4	"P"	252.8	"P"	240.9	"P"	578.5	"P"	412.1	"P"	679.9	"P"	410.1	"P"	895	"P"	746.9	"P"	463.2	"P"	752.8	"P"	846	"P"	525.2	"P"	909.1	"P"	648.4	"P"	1188.9	"P"	1443.9	"P"	782.5	"P"	807.1	"P"	590.2	"P"	844.9	"P"	1761	"P"	559.8	"P"	2200.1	"P"	559.9	"P"	1274.2	"P"	1039.9	"P"	503.8	"P"	368.4	"A"	2246.5	"P"	1305.5	"P"	1105.9	"P"	579.7	"P"	594.5	"P"	634	"P"	737.5	"P"	1557.3	"P"	1159.7	"P"	594	"P"	1951.6	"P"	1255.8	"P"	412.8	"P"	421	"P"	3989.1	"P"	862.5	"P"	1081.7	"P"	675.9	"P"	475.1	"P"	1428.9	"P"	877.9	"P"	1309.8	"P"	1319.2	"P"	845.6	"P"	2099.2	"P"	743	"P"	725.6	"P"	490.4	"P"	1413.4	"P"	547	975	1.78	0.0001493872		
"37689_s_at"	"X68090"	"IgG Fc receptor class IIA"	2586.1	"P"	2848.5	"P"	2146.6	"P"	3063.6	"P"	864.4	"P"	1256.3	"P"	2418.7	"P"	1308.3	"P"	1512.9	"P"	1127.5	"P"	3933.9	"P"	3702.3	"P"	3931.4	"P"	5086.5	"P"	6045.1	"P"	5848.9	"P"	2644.9	"P"	2664.5	"P"	1985.8	"P"	4853.5	"P"	4053.8	"P"	3623.6	"P"	2149.8	"P"	1145.4	"A"	1269.5	"P"	2705.8	"P"	2272.4	"P"	5716.9	"P"	4120.1	"P"	5204.4	"P"	2840.1	"P"	2229.9	"P"	2720.7	"P"	479.7	"P"	2293.1	"P"	3194.9	"P"	3937.8	"P"	1084.1	"P"	1416.7	"P"	1263.6	"P"	1581.6	"P"	3408.8	"P"	2491.8	"P"	3746	"P"	2044.9	"P"	1230.4	"P"	1423.3	"P"	3170.9	"P"	3511.5	"P"	1878.3	"P"	2607.8	"P"	2687.9	"P"	2227.4	"P"	10163.9	"P"	7138.1	"P"	16660.5	"P"	4273.9	"P"	3424.3	"P"	7947.9	"P"	5678.1	"P"	9461.6	"P"	18265.3	"P"	7303.9	"P"	5381	"P"	5583.2	"P"	6772.4	"P"	2301	"P"	3285.1	"P"	5807	"P"	10026.4	"P"	1377.7	"P"	4682.7	"P"	2896.5	"P"	2374.5	"P"	1685.7	"P"	13784.5	"P"	6402.8	"P"	2598.8	"P"	5692.4	"P"	7015.2	"P"	9642.1	"P"	6421.5	"P"	5426.5	"P"	7124.8	"P"	6384.2	"P"	6906.9	"P"	2316.8	"P"	6674.6	"P"	3708	"P"	4540.1	"P"	3067	5832	1.90	5.34241370639997E-006		
"37705_at"	"U14575"	"Protein phosphatase 1, regulatory (inhibitor) subunit 8"	3659.2	"P"	3737	"P"	4131	"P"	3516.3	"A"	3118	"P"	3792.7	"P"	4239.1	"A"	3615	"P"	2639.8	"P"	2726.3	"P"	2060.8	"P"	2748.7	"M"	1156	"A"	2113.5	"P"	1487.4	"A"	2045.7	"A"	433.9	"A"	2288.8	"A"	211.4	"A"	2366.1	"P"	2345	"M"	3132.5	"A"	3848.3	"P"	841.1	"A"	4794.4	"P"	4682.6	"P"	1656.7	"A"	3618.4	"P"	3481.6	"P"	3270.9	"P"	3470.6	"A"	4077.6	"A"	3719.3	"A"	2652.3	"P"	4167.3	"A"	3089.7	"P"	2791	"P"	3745	"P"	3735.1	"P"	3884.2	"P"	4012.5	"P"	3775.9	"P"	3504.6	"P"	2590	"P"	3411.8	"A"	3981.9	"A"	3431.1	"P"	3656.7	"P"	3632.7	"P"	4425.9	"A"	2740.8	"A"	2683.3	"P"	3726.1	"P"	1883.8	"A"	3191.6	"P"	128.9	"A"	2998.4	"A"	1094.5	"A"	1049.5	"A"	1964.1	"A"	2238.6	"A"	1.5	"A"	1394	"A"	2411.3	"A"	1546.7	"M"	2328.3	"A"	1780	"A"	3218.1	"A"	1023.8	"A"	1266.7	"A"	2087.3	"A"	1813.9	"A"	2942.5	"A"	2124.5	"P"	2609	"P"	-244.3	"A"	1059.5	"A"	2178.7	"M"	1923	"A"	1685.9	"A"	1353.7	"A"	638.8	"A"	3017	"P"	2087.4	"A"	3359.1	"P"	972.3	"A"	1505	"A"	140.6	"A"	3475.1	"P"	1232.5	"A"	1977	809	0.41	0.000259884		
"37743_at"	"U60060"	"Fasciculation and elongation protein zeta 1 (zygin I)"	389	"P"	122.9	"P"	308.7	"A"	620.5	"P"	466.9	"P"	385.1	"P"	282.7	"P"	77.7	"A"	470.2	"P"	474.7	"P"	237.6	"P"	468.9	"P"	170.5	"P"	282.9	"P"	367.8	"P"	85.9	"A"	-13.1	"A"	545	"P"	149.1	"A"	221.7	"P"	415.3	"P"	232.9	"P"	331.7	"P"	460.7	"A"	328.6	"A"	629.2	"P"	235.7	"A"	410.7	"P"	268.1	"M"	240.3	"P"	249.6	"A"	691.5	"P"	345	"P"	303	"P"	331.4	"P"	564	"P"	569.1	"P"	379.9	"P"	349.9	"P"	268.9	"P"	466.8	"P"	520	"P"	412.6	"P"	164	"A"	-177.6	"A"	655.2	"P"	363.5	"P"	388.8	"P"	108.8	"A"	174	"P"	293.2	"P"	125.4	"A"	69.6	"A"	266.9	"A"	261.1	"P"	180.7	"A"	-87.2	"A"	-203.8	"A"	165.6	"A"	174.5	"A"	93	"A"	100.8	"A"	344.8	"P"	233.5	"A"	134.2	"A"	17.2	"A"	113.3	"A"	119.5	"A"	3.2	"A"	-39.1	"A"	89.4	"A"	285.9	"P"	30.4	"A"	324.6	"A"	-9	"A"	-148.8	"A"	-47.7	"A"	236.4	"A"	132.5	"P"	126.4	"A"	152.2	"A"	40.1	"A"	44.9	"A"	-0.6	"A"	23	"A"	40	"A"	470.6	"A"	99	"A"	314	"P"	208.4	"P"	305	92	0.30	0.000000098		
"37754_at"	"L13210"	"Lectin, galactoside-binding, soluble, 3 binding protein"	441.7	"P"	878	"P"	-538.6	"A"	828.7	"P"	2581.9	"P"	1267.5	"P"	8.2	"A"	1035.8	"P"	676.7	"P"	618.6	"P"	1898	"P"	733.1	"P"	158.3	"P"	-399.3	"A"	295.4	"P"	468.7	"P"	9.2	"A"	635.9	"A"	1675.6	"P"	3179	"P"	1438.4	"P"	-326	"P"	1231	"P"	1175.6	"P"	2210.4	"P"	1220.1	"P"	-114.2	"P"	-710	"A"	888.7	"P"	347.7	"P"	753	"P"	347.1	"P"	-192.3	"P"	1712.7	"P"	803.2	"P"	217.3	"P"	1324.7	"P"	2862	"P"	1308.7	"P"	321.2	"P"	2042.5	"P"	953	"P"	307	"P"	8698	"P"	13925.6	"P"	2133.2	"P"	2167.5	"P"	2860.2	"P"	116.1	"P"	1300.5	"P"	625.4	"P"	2291.5	"P"	-1271.8	"A"	1232.8	"P"	1322.7	"P"	1100.4	"P"	16549.4	"P"	3229.4	"P"	5284.1	"P"	6118.5	"P"	21889.9	"P"	2120	"P"	878.9	"A"	-0.5	"A"	1273.4	"P"	2378.1	"P"	2358.7	"P"	4394.5	"P"	9363.3	"P"	40.8	"A"	881.5	"P"	-173.4	"A"	1.2	"M"	1596.1	"P"	11783.9	"P"	4084.7	"P"	-22	"A"	1757	"P"	3583.5	"P"	12221.5	"P"	26251.8	"P"	1217.4	"P"	850.1	"P"	5337.3	"P"	15.4	"P"	6314.2	"P"	596.3	"P"	-142.9	"A"	1140.1	"P"	205.9	"P"	927	4051	4.37	0.0006244948		
"37835_at"	"M28827"	"CD1C antigen, c polypeptide"	2868.1	"P"	1762	"P"	1694.2	"P"	2294.9	"P"	1271.6	"P"	2212	"P"	3216.5	"P"	1944.6	"P"	1473.7	"P"	1827.9	"P"	2243.6	"P"	2753.1	"P"	3271.7	"P"	3762.3	"P"	1101.7	"P"	2115.1	"P"	760.2	"P"	1905.4	"P"	2439.4	"P"	2589.2	"P"	1960.3	"P"	2181.8	"P"	1425.7	"P"	1775.9	"P"	1796.7	"P"	2336.1	"P"	3392.5	"P"	2229.5	"P"	2252	"P"	2986.7	"P"	3432.3	"P"	2296.6	"P"	1908.2	"P"	2956.6	"P"	1616.9	"P"	3535.7	"P"	2312.9	"P"	5065.5	"P"	2694.2	"P"	2233.6	"P"	1840	"P"	2968.7	"P"	2494.9	"P"	1413	"P"	360.2	"P"	1838.2	"P"	1742.8	"P"	1829.8	"P"	1690.4	"P"	2316.5	"P"	2181.9	"P"	704.3	"P"	1334.1	"P"	1259.2	"P"	2713.8	"P"	1314.2	"P"	668.3	"P"	788	"P"	1746.8	"P"	1539.9	"P"	1187.3	"P"	801.2	"P"	1576.3	"P"	1432.3	"P"	2297	"P"	1302.5	"P"	1020.6	"P"	1064.5	"P"	1590.6	"P"	1530.5	"P"	804.7	"P"	1886	"P"	698	"P"	1682.3	"P"	633.7	"P"	986	"P"	935.3	"A"	895.7	"P"	2782.9	"P"	1212.9	"P"	793.6	"P"	278.7	"P"	542.9	"P"	1039.5	"P"	307	"P"	4065.5	"P"	1771.3	"P"	2066.5	"P"	1269.5	"P"	2110	"P"	2440	1475	0.60	2.18498905892686E-007		
"37858_at"	"AF057036"	"Collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase"	707.9	"A"	-435.8	"A"	817.6	"P"	743.4	"P"	675.1	"P"	1122.7	"M"	954.7	"P"	456.8	"A"	550.3	"M"	489.2	"P"	892	"P"	824.5	"P"	378	"A"	479.7	"A"	611.8	"A"	627.5	"P"	562.6	"A"	792.1	"A"	227.9	"A"	522	"A"	683.4	"P"	794.7	"P"	771.2	"P"	1103.4	"P"	818	"P"	694.9	"P"	851.6	"A"	723	"P"	596.3	"P"	723.8	"P"	619.8	"M"	683	"A"	712	"P"	572.3	"P"	872.2	"P"	782.1	"P"	573.8	"P"	520	"P"	561.2	"A"	743.2	"P"	555.4	"P"	423	"P"	648.4	"A"	489	"P"	607.8	"A"	1015.4	"P"	625.6	"P"	916.9	"P"	793.7	"P"	787.8	"P"	793.9	"P"	525.1	"A"	504.1	"A"	489.8	"A"	561.7	"A"	525.3	"A"	509.5	"P"	239.5	"A"	361.5	"A"	481.8	"A"	359.6	"A"	445.2	"A"	534	"A"	558.8	"A"	304.7	"A"	501.4	"A"	890.9	"A"	458.9	"A"	318.4	"A"	278	"A"	658.4	"A"	794.2	"P"	687.9	"A"	320.5	"A"	306.4	"A"	306.1	"A"	384.4	"A"	494.9	"M"	361.2	"A"	419.9	"A"	477.7	"A"	261.4	"A"	336.8	"A"	299.6	"A"	422.2	"M"	373.3	"P"	588.2	"A"	1104.1	"A"	570.8	"P"	455.9	"P"	495	193	0.39	2.70518809636566E-005		
"37968_at"	"AF031137"	"Lymphocyte antigen 117"	1498.4	"P"	1217	"P"	1159.8	"P"	1436.8	"P"	1218.3	"P"	1106	"P"	1520.2	"P"	835.8	"P"	881.7	"P"	987.7	"P"	1015.2	"P"	1189	"P"	875.5	"P"	2014.3	"P"	1954.7	"P"	1376.1	"P"	1364.6	"A"	1871.5	"P"	3051.8	"P"	1211.8	"P"	1186.2	"P"	922.6	"P"	1106.3	"P"	1562.8	"P"	1127.2	"P"	1283.2	"P"	2283.3	"P"	1426.7	"P"	1933.1	"P"	1181.3	"P"	2167.6	"P"	2343	"P"	1583.2	"P"	685.1	"P"	1632.9	"P"	1310.9	"P"	1572.8	"P"	1247.9	"P"	1547.7	"P"	2144.3	"P"	1998.6	"P"	1360.5	"P"	1109.4	"P"	769	"P"	150.7	"A"	1475.6	"P"	806.9	"P"	1332	"P"	626.8	"P"	1439.2	"P"	906.5	"P"	622.4	"P"	888.5	"P"	1288.6	"P"	1187.8	"P"	1408.9	"P"	664.6	"P"	1177.1	"P"	1112.7	"P"	885.2	"P"	1640.7	"P"	770.5	"P"	2167.7	"P"	1065.7	"P"	794.5	"P"	936.8	"A"	1139.1	"P"	660.9	"P"	959.7	"P"	868.9	"M"	456.6	"A"	1460.9	"P"	781.4	"P"	1498.4	"P"	927.4	"P"	897.8	"P"	764.3	"A"	840	"P"	967.3	"P"	1236.6	"P"	1372.5	"P"	552.3	"A"	874.2	"P"	486.5	"P"	408.9	"P"	362.5	"P"	1558.8	"P"	1020.7	"A"	1383.7	"P"	856	"P"	1504	967	0.64	0.000004615		
"37972_at"	"U75744"	"Deoxyribonuclease I-like 3"	185.5	"P"	184.1	"A"	442.3	"P"	319	"P"	256.1	"A"	213.8	"A"	263.6	"P"	180.1	"P"	229.4	"P"	483.2	"A"	228.1	"P"	465.3	"P"	434.8	"P"	345.1	"P"	371.5	"P"	148.7	"A"	242.6	"A"	667.9	"P"	320.6	"A"	524.1	"P"	348.8	"A"	387.1	"P"	208.4	"A"	583.2	"A"	281.7	"A"	653.7	"P"	184.8	"A"	551.6	"P"	449.5	"A"	213.6	"P"	355.5	"P"	649.8	"P"	359.1	"P"	561	"P"	237.5	"A"	332.6	"P"	476.7	"P"	432.3	"P"	113.5	"A"	257.9	"A"	164.7	"A"	412.2	"P"	351.7	"P"	93	"A"	221.4	"A"	226.7	"P"	280.8	"P"	304.7	"P"	142.5	"A"	218	"A"	196.8	"P"	100	"P"	49.3	"A"	176.8	"A"	279.8	"A"	209.3	"A"	110.6	"A"	132.4	"A"	258.2	"A"	207.7	"A"	254.2	"A"	101.2	"A"	571.9	"A"	197.8	"A"	189	"A"	300.9	"P"	169.1	"A"	147.4	"A"	215.4	"A"	173.3	"A"	170.1	"M"	108.5	"A"	198.7	"A"	758.5	"A"	316.3	"A"	285.7	"A"	159.3	"A"	304.8	"P"	259	"P"	213.8	"P"	287.5	"P"	366.3	"A"	76.6	"M"	94.3	"A"	130	"A"	295.6	"P"	244.5	"M"	497.8	"A"	234	"P"	303.9	"P"	270	117	0.44	0.0005392145		
"38037_at"	"M60278"	"Diphtheria toxin receptor (heparin-binding epidermal growth factor-like growth factor)"	-715.6	"A"	437	"A"	-720.9	"A"	291.2	"A"	-288.4	"A"	-664.2	"A"	-556.4	"A"	-160	"A"	-221.4	"A"	-269.7	"A"	-81.6	"P"	143.9	"P"	2246	"P"	416.5	"P"	2466.7	"P"	1297.7	"P"	1067.3	"P"	-689.6	"A"	383.2	"A"	-169.5	"M"	243	"P"	-159.7	"A"	230.5	"A"	-115.6	"A"	-119.7	"A"	-426.4	"A"	-948.6	"A"	-305.2	"A"	-131	"A"	318.5	"M"	-677.7	"A"	-108.1	"A"	-189.6	"A"	-353.4	"A"	630.7	"A"	178.4	"A"	-79.3	"A"	-193.2	"A"	-410.5	"A"	-490.7	"A"	-409	"A"	-347.2	"A"	-250.5	"A"	-259	"A"	-296	"A"	-111.1	"A"	-455.8	"A"	-599.9	"A"	-391.8	"A"	-869.7	"A"	-285.1	"A"	-303.5	"A"	-35.6	"A"	3023.6	"P"	-353.5	"A"	4075.5	"P"	-342.8	"A"	430	"P"	6600.7	"P"	325.5	"A"	-66.4	"A"	10513	"P"	960.2	"P"	4196.9	"P"	-60.9	"A"	4361.3	"P"	-415	"P"	54.8	"A"	1658.6	"P"	-513.3	"P"	887.9	"P"	5713.8	"P"	3445.7	"P"	179.8	"P"	10.2	"A"	1138.8	"P"	12834.8	"P"	2362.7	"P"	136.9	"A"	853	"P"	17264.4	"P"	8413.6	"P"	8246.6	"P"	8666.1	"P"	4488	"P"	1049.5	"P"	-610.6	"A"	-540	"A"	-128.5	"A"	2963	"P"	211	2388	11.33	0.0003369891		
